title,vote_average,vote_count,tür,Tür_0,Tür_1,Tür_2,Tür_3,Tür_4,Tür_5,Tür_6,Tür_7,Tür_8,Tür_9,Tür_10,Tür_11,Tür_12,Tür_13,Tür_14,Tür_15,Tür_16,Tür_17,Tür_18,Tür_19
The Four Feathers,6.5,159,"['War', 'Adventure', 'Drama', 'Romance']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Parker,5.7,1455,"['Action', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wimbledon,6.0,293,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Furry Vengeance,4.6,149,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bait,5.3,191,"['Action', 'Horror', 'Thriller']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Krull,5.8,129,"['Fantasy', 'Action', 'Adventure']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lions for Lambs,6.0,216,"['Action', 'Adventure', 'Drama', 'History']",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Flight of the Intruder,5.7,31,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Walk Hard: The Dewey Cox Story,6.6,212,"['Comedy', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Shipping News,6.4,108,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
American Outlaws,5.7,55,"['Action', 'Western']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Young Victoria,7.0,322,"['Drama', 'History', 'Romance']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Whiteout,5.3,220,"['Action', 'Crime', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Tree of Life,6.5,987,"['Drama', 'Fantasy']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Knock Off,4.7,64,"['Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sabotage,5.5,555,"['Action', 'Drama', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Order,4.8,91,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
Punisher: War Zone,5.6,294,"['Action', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zoom,4.9,135,"['Family', 'Fantasy', 'Comedy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Walk,6.9,1121,"['Adventure', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Warriors of Virtue,4.7,9,"['Fantasy', 'Family', 'Action']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A Good Year,6.5,357,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Radio Flyer,6.6,53,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bound by Honor,7.7,115,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Smilla's Sense of Snow,6.6,60,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Femme Fatale,6.2,142,"['Thriller', 'Crime', 'Romance']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lion of the Desert,7.4,34,"['Action', 'History', 'War']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Horseman on the Roof,6.7,25,"['War', 'Adventure', 'Drama', 'Romance']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Ride with the Devil,6.6,49,"['Drama', 'War', 'Romance', 'Western']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Biutiful,7.0,291,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bandidas,5.8,307,"['Action', 'Comedy', 'Western', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Black Water Transit,0.0,0,"['Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Maze Runner,7.0,5371,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Unfinished Business,5.0,320,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Age of Innocence,7.0,169,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Fountain,6.8,827,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Chill Factor,5.3,29,"['Action', 'Comedy', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Stolen,5.1,344,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ponyo,7.5,926,"['Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Longest Ride,7.3,1064,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Astronaut's Wife,5.4,254,"['Drama', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
I Dreamed of Africa,5.3,18,"['Romance', 'Drama', 'Adventure']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Playing for Keeps,5.4,240,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Mandela: Long Walk to Freedom,6.5,224,"['Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reds,7.1,67,"['Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Few Good Men,7.1,877,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Exit Wounds,5.3,110,"['Action', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Momma's House,5.6,506,"['Crime', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thunder and the House of Magic,6.3,121,"['Family', 'Fantasy', 'Animation', 'Adventure']",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Darkest Hour,4.8,469,"['Horror', 'Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Step Up Revolution,6.7,663,"['Music', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Snakes on a Plane,5.1,497,"['Action', 'Crime', 'Horror', 'Thriller']",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Watcher,4.9,110,"['Mystery', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Punisher,6.1,766,"['Action', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Goal!: The Dream Begins,6.6,238,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Safe,6.3,799,"['Action', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pushing Tin,5.7,116,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Return of the Jedi,7.9,4665,"['Adventure', 'Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Doomsday,5.8,363,"['Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Reader,7.2,813,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Wanderlust,5.3,394,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elf,6.4,987,"['Comedy', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Phenomenon,6.2,323,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Snow Dogs,5.3,185,"['Adventure', 'Comedy', 'Family']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Scrooged,6.7,390,"['Fantasy', 'Comedy', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Nacho Libre,5.6,359,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bridesmaids,6.5,1661,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
This Is the End,6.3,2359,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Stigmata,6.0,242,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Men of Honor,7.0,544,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Takers,6.0,394,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Big Wedding,5.7,414,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Big Mommas: Like Father, Like Son",5.3,313,"['Crime', 'Comedy', 'Action']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Source Code,7.1,2699,"['Thriller', 'Science Fiction', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Alive,6.7,374,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Number 23,6.3,1018,"['Thriller', 'Drama', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Young and Prodigious T.S. Spivet,6.7,232,"['Adventure', 'Drama', 'Family']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1941,5.6,143,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dreamer: Inspired By a True Story,6.3,67,"['Drama', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A History of Violence,6.9,832,"['Drama', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transporter 2,6.2,1061,"['Action', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Quick and the Dead,6.3,427,"['Action', 'Western']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Laws of Attraction,5.6,104,"['Action', 'Comedy', 'Romance', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Bringing Out the Dead,6.6,225,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Repo Men,6.2,620,"['Action', 'Science Fiction', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Dragon Wars: D-War,4.0,104,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
Bogus,5.4,44,"['Fantasy', 'Comedy', 'Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Incredible Burt Wonderstone,5.3,724,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cats Don't Dance,7.1,24,"['Animation', 'Comedy', 'Family', 'Music']",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Cradle Will Rock,7.2,18,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Good German,5.9,86,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
George and the Dragon,5.0,13,['Adventure'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apocalypse Now,8.0,2055,"['Drama', 'War']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Going the Distance,6.0,262,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Mr. Holland's Opus,6.9,113,"['Music', 'Drama', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Criminal,5.7,557,['Action'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Out of Africa,7.0,279,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Flight,6.5,2415,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Moonraker,5.9,541,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
The Grand Budapest Hotel,8.0,4519,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Hearts in Atlantis,6.4,131,"['Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Arachnophobia,6.2,433,"['Comedy', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Frequency,7.0,462,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Vacation,6.2,1195,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Get Shorty,6.4,302,"['Comedy', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chicago,6.9,677,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Big Daddy,6.1,875,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
American Pie 2,6.0,1344,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Toy Story,7.7,5269,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Speed,6.8,1783,"['Action', 'Adventure', 'Crime']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Vow,7.0,1293,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Extraordinary Measures,6.0,89,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Remember the Titans,7.4,821,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hunt for Red October,7.2,957,"['Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Butler,7.2,1101,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DodgeBall: A True Underdog Story,6.2,981,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Addams Family,6.7,848,"['Horror', 'Comedy', 'Fantasy']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ace Ventura: When Nature Calls,6.1,1099,"['Crime', 'Comedy', 'Adventure']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Princess Diaries,6.5,1023,"['Comedy', 'Family', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
The First Wives Club,6.5,166,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Se7en,8.1,5765,"['Crime', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
District 9,7.3,3382,['Science Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The SpongeBob SquarePants Movie,6.7,574,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mystic River,7.6,1422,"['Thriller', 'Crime', 'Drama', 'Mystery']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Million Dollar Baby,7.7,2439,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Analyze This,6.4,503,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Notebook,7.7,3067,"['Romance', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27 Dresses,6.1,978,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Hannah Montana: The Movie,6.0,449,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
Rugrats in Paris: The Movie,6.0,100,"['Adventure', 'Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
The Prince of Tides,5.9,56,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Legends of the Fall,7.2,619,"['Adventure', 'Drama', 'Romance', 'War']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Up in the Air,6.7,1205,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
About Schmidt,6.7,362,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Warm Bodies,6.4,2652,"['Horror', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Looper,6.6,4697,"['Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Down to Earth,4.9,95,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Babe,6.0,733,"['Fantasy', 'Drama', 'Comedy', 'Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Hope Springs,5.8,284,"['Drama', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Forgetting Sarah Marshall,6.4,1172,"['Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Four Brothers,6.7,607,"['Action', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baby Mama,5.8,205,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hope Floats,5.8,81,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Bride Wars,5.9,856,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Without a Paddle,5.3,214,"['Action', 'Adventure', 'Comedy', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
13 Going on 30,6.3,1204,"['Comedy', 'Fantasy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Midnight in Paris,7.4,1990,"['Fantasy', 'Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Nut Job,5.5,319,"['Animation', 'Comedy', 'Family', 'Adventure']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Blow,7.4,1317,"['Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Message in a Bottle,5.8,196,"['Romance', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Star Trek V: The Final Frontier,5.6,376,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Like Mike,5.7,100,"['Comedy', 'Drama', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
The Naked Gun 33⅓: The Final Insult,6.3,521,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A View to a Kill,6.0,506,"['Adventure', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Curse of the Were-Rabbit,6.8,643,"['Adventure', 'Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
P.S. I Love You,6.9,977,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Racing Stripes,5.1,123,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Atonement,7.4,1049,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Letters to Juliet,6.6,796,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Black Rain,6.2,243,"['Action', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Three Stooges,4.9,140,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Corpse Bride,7.2,1894,"['Romance', 'Fantasy', 'Animation', 'Music']",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Glory Road,7.2,144,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sicario,7.2,2416,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Southpaw,7.3,2067,"['Action', 'Drama']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Drag Me to Hell,6.2,966,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Age of Adaline,7.4,1990,"['Fantasy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Secondhand Lions,6.9,260,"['Comedy', 'Drama', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Step Up 3D,6.6,582,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Blue Crush,5.6,159,['Adventure'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stranger Than Fiction,7.1,721,"['Comedy', 'Drama', 'Fantasy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30 Days of Night,6.2,767,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Cabin in the Woods,6.5,2263,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Meet the Spartans,3.7,359,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Midnight Run,7.2,238,"['Adventure', 'Comedy', 'Crime']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Running Man,6.4,703,"['Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Little Shop of Horrors,6.6,384,"['Horror', 'Comedy', 'Music']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Hanna,6.5,1263,"['Action', 'Thriller', 'Adventure']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mortal Kombat: Annihilation,3.8,221,"['Action', 'Fantasy', 'Science Fiction']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Larry Crowne,5.7,359,"['Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Carrie,5.8,1463,"['Drama', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Take the Lead,6.6,162,['Music'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gridiron Gang,6.5,206,"['Action', 'Adventure', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
What's the Worst That Could Happen?,5.1,66,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9,6.6,1262,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Side Effects,6.4,1323,"['Thriller', 'Crime', 'Drama']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Prince & Me,5.9,278,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Winnie the Pooh,6.8,258,"['Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumberer: When Harry Met Lloyd,4.1,210,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bulworth,6.3,66,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Get on Up,6.4,158,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
One True Thing,6.2,27,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
